train_loss,epoch,step,val_loss
1.0467617511749268,0,49,
0.9791778326034546,0,99,
1.430626392364502,0,149,
1.259455919265747,0,199,
0.8200795650482178,0,249,
1.051762580871582,0,299,
1.1166707277297974,0,349,
0.5467463135719299,0,399,
1.2252264022827148,0,449,
0.48824167251586914,0,499,
0.7401662468910217,0,549,
1.284114122390747,0,599,
1.681228518486023,0,649,
1.119067907333374,0,699,
1.2627207040786743,0,749,
0.6389511823654175,0,799,
0.8635468482971191,0,849,
0.5793735384941101,0,899,
1.9396097660064697,0,949,
0.7197811603546143,0,999,
0.7641531825065613,0,1049,
0.5472643375396729,0,1099,
0.5672672986984253,0,1149,
0.7995066046714783,0,1199,
0.5486394166946411,0,1249,
0.7255593538284302,0,1299,
0.5044214725494385,0,1349,
0.9977060556411743,0,1399,
0.8942843675613403,0,1449,
1.0252317190170288,0,1499,
0.5648933053016663,0,1549,
0.5623782873153687,0,1599,
0.4402085840702057,0,1649,
1.1772793531417847,0,1699,
0.5708491802215576,0,1749,
0.8730655908584595,0,1799,
0.7827758193016052,0,1849,
1.0484249591827393,0,1899,
0.638923704624176,0,1949,
1.1288508176803589,0,1999,
0.5132513046264648,0,2049,
0.5631064772605896,0,2099,
0.7459850311279297,0,2149,
0.6425045132637024,0,2199,
0.5882030725479126,0,2249,
0.6673744320869446,0,2299,
0.6798809170722961,0,2349,
1.8650251626968384,0,2399,
0.5895280241966248,0,2449,
0.9190335869789124,0,2499,
0.5440413951873779,0,2549,
0.6727597713470459,0,2599,
,0,2624,0.7876960635185242
0.670109748840332,1,2649,
1.2810757160186768,1,2699,
0.5185005068778992,1,2749,
0.3968687653541565,1,2799,
0.5911053419113159,1,2849,
0.4884316325187683,1,2899,
0.9535006284713745,1,2949,
0.6760764122009277,1,2999,
0.5591420531272888,1,3049,
0.5916237235069275,1,3099,
0.7645345330238342,1,3149,
0.6989791989326477,1,3199,
0.7692760229110718,1,3249,
0.6191725730895996,1,3299,
0.6188951134681702,1,3349,
0.510828971862793,1,3399,
0.7660890817642212,1,3449,
0.4199017882347107,1,3499,
0.7331130504608154,1,3549,
0.5806306004524231,1,3599,
0.8901461362838745,1,3649,
0.5360603928565979,1,3699,
0.894989013671875,1,3749,
0.8373087644577026,1,3799,
0.6462055444717407,1,3849,
1.0525885820388794,1,3899,
0.5313342809677124,1,3949,
1.5345447063446045,1,3999,
0.9422209858894348,1,4049,
0.6774297952651978,1,4099,
0.5312421321868896,1,4149,
1.2797656059265137,1,4199,
0.5006880760192871,1,4249,
0.6266716718673706,1,4299,
0.4420624077320099,1,4349,
0.9006595611572266,1,4399,
0.8363938331604004,1,4449,
0.7189450263977051,1,4499,
0.43711596727371216,1,4549,
0.8671965599060059,1,4599,
0.5199532508850098,1,4649,
0.7028095722198486,1,4699,
1.2381839752197266,1,4749,
0.6381081342697144,1,4799,
1.144423007965088,1,4849,
0.5265131592750549,1,4899,
0.6352999210357666,1,4949,
0.7676112651824951,1,4999,
0.5899640321731567,1,5049,
1.2961955070495605,1,5099,
0.9164143204689026,1,5149,
0.852050244808197,1,5199,
0.682281494140625,1,5249,
,1,5249,0.7208118438720703
0.44054538011550903,2,5299,
1.1755900382995605,2,5349,
0.6433010101318359,2,5399,
0.8892178535461426,2,5449,
0.6070170402526855,2,5499,
0.5483464598655701,2,5549,
0.4411444365978241,2,5599,
0.9874734282493591,2,5649,
0.5617998242378235,2,5699,
0.7726089954376221,2,5749,
0.3068491220474243,2,5799,
0.4816272258758545,2,5849,
1.9023325443267822,2,5899,
1.6913352012634277,2,5949,
1.5493237972259521,2,5999,
0.4623832106590271,2,6049,
0.8001798391342163,2,6099,
0.5103929042816162,2,6149,
1.193427562713623,2,6199,
0.8884159922599792,2,6249,
1.1014573574066162,2,6299,
0.5305203199386597,2,6349,
0.4786161184310913,2,6399,
0.5885233879089355,2,6449,
0.4619385600090027,2,6499,
0.537677526473999,2,6549,
0.7080489993095398,2,6599,
0.551982045173645,2,6649,
0.4091808795928955,2,6699,
0.4433784782886505,2,6749,
0.526477575302124,2,6799,
0.6106183528900146,2,6849,
1.1082782745361328,2,6899,
0.8530645370483398,2,6949,
0.4880186915397644,2,6999,
1.5565499067306519,2,7049,
0.4209442734718323,2,7099,
0.9966822266578674,2,7149,
1.0435142517089844,2,7199,
0.6434198021888733,2,7249,
0.36108797788619995,2,7299,
0.374975323677063,2,7349,
0.3165741264820099,2,7399,
0.6413055062294006,2,7449,
0.4501684904098511,2,7499,
0.6496044397354126,2,7549,
0.4313526749610901,2,7599,
0.6966296434402466,2,7649,
0.6736219525337219,2,7699,
0.4280392825603485,2,7749,
0.37825435400009155,2,7799,
0.8332369327545166,2,7849,
,2,7874,0.6705957055091858
0.4268428683280945,3,7899,
0.40099644660949707,3,7949,
0.30791670083999634,3,7999,
0.7788400650024414,3,8049,
0.43346261978149414,3,8099,
0.6271121501922607,3,8149,
0.7615565061569214,3,8199,
0.6663753986358643,3,8249,
0.32180947065353394,3,8299,
0.4071820378303528,3,8349,
0.44000011682510376,3,8399,
0.6786658763885498,3,8449,
1.2274909019470215,3,8499,
0.3106585741043091,3,8549,
0.9987311363220215,3,8599,
0.35638296604156494,3,8649,
0.8392148613929749,3,8699,
0.7995372414588928,3,8749,
0.5037856101989746,3,8799,
0.41419243812561035,3,8849,
0.6585276126861572,3,8899,
0.7232469916343689,3,8949,
0.6052610874176025,3,8999,
0.9240792393684387,3,9049,
0.6751471757888794,3,9099,
0.43134182691574097,3,9149,
0.4065709114074707,3,9199,
0.3593581020832062,3,9249,
0.827343225479126,3,9299,
0.5481990575790405,3,9349,
0.36437585949897766,3,9399,
0.9943788051605225,3,9449,
0.29121750593185425,3,9499,
1.2040294408798218,3,9549,
0.8171859979629517,3,9599,
1.3466591835021973,3,9649,
1.6531717777252197,3,9699,
0.43296605348587036,3,9749,
0.7493167519569397,3,9799,
0.3622925877571106,3,9849,
0.5801435708999634,3,9899,
0.446664959192276,3,9949,
0.5019234418869019,3,9999,
0.6433930397033691,3,10049,
0.8887577056884766,3,10099,
0.8613271117210388,3,10149,
0.47172218561172485,3,10199,
0.8841413259506226,3,10249,
1.001837968826294,3,10299,
0.8188624382019043,3,10349,
0.4181305170059204,3,10399,
0.39830321073532104,3,10449,
1.1651288270950317,3,10499,
,3,10499,0.6574777960777283
0.36361193656921387,4,10549,
0.7874739170074463,4,10599,
0.39007431268692017,4,10649,
0.5928937792778015,4,10699,
0.36927899718284607,4,10749,
0.2842637300491333,4,10799,
1.2714564800262451,4,10849,
0.5140113234519958,4,10899,
0.3620561361312866,4,10949,
1.670530080795288,4,10999,
0.455280601978302,4,11049,
0.8358290791511536,4,11099,
0.6047337651252747,4,11149,
1.1526724100112915,4,11199,
