error,time,humidity,motor_speed_per_min,break_pad_slide,spm,motor_voltage,slide_voltage
0,5/12/2016 9:39,56,29,20,28,11,3
0,5/12/2016 9:39,56,29,21,28,12,2
0,5/12/2016 9:39,56,29,19,28,11,2
0,5/12/2016 9:40,56,29,19,28,11,2
0,5/12/2016 9:40,56,29,19,28,11,2
0,5/12/2016 9:40,56,0,0,28,15,2
0,5/12/2016 9:40,56,29,21,28,13,2
0,5/12/2016 9:40,56,29,19,28,11,2
0,5/12/2016 9:41,56,29,19,28,11,2
0,5/12/2016 9:41,56,0,0,28,13,3
0,5/12/2016 9:41,56,0,0,28,15,3
0,5/12/2016 9:41,56,29,19,28,11,2
0,5/12/2016 9:41,56,29,21,28,11,2
0,5/12/2016 9:41,56,29,19,28,12,2
0,5/12/2016 9:42,56,29,19,28,11,2
0,5/12/2016 9:42,56,29,20,28,11,2
0,5/12/2016 9:42,56,29,20,28,11,2
0,5/12/2016 9:42,56,0,0,28,14,3
0,5/12/2016 9:42,56,30,18,28,11,2
0,5/12/2016 9:43,56,30,18,28,11,3
0,5/12/2016 9:43,56,30,18,28,11,3
0,5/12/2016 9:43,56,29,19,28,11,2
0,5/12/2016 9:43,56,29,20,28,11,2
0,5/12/2016 9:43,56,29,20,28,11,2
0,5/12/2016 9:43,56,29,20,28,11,2
0,5/12/2016 9:44,56,29,20,28,11,2
0,5/12/2016 9:44,56,29,20,28,11,2
0,5/12/2016 9:44,56,29,20,28,11,2
0,5/12/2016 9:44,56,29,20,29,11,2
0,5/12/2016 9:44,56,29,20,28,11,2
0,5/12/2016 9:44,56,29,20,28,11,2
0,5/12/2016 9:45,56,29,20,28,11,2
0,5/12/2016 9:45,56,29,20,28,11,2
0,5/12/2016 9:45,56,29,20,28,11,2
0,5/12/2016 9:45,56,29,20,28,11,2
0,5/12/2016 9:45,56,29,20,28,11,2
0,5/12/2016 9:46,56,29,20,28,11,2
0,5/12/2016 9:46,56,29,20,28,11,2
0,5/12/2016 9:46,56,29,20,28,11,2
0,5/12/2016 9:46,56,29,20,28,11,2
0,5/12/2016 9:46,56,29,20,28,11,2
0,5/12/2016 9:46,56,29,20,28,11,2
0,5/12/2016 9:47,56,29,20,28,11,2
0,5/12/2016 9:47,56,29,20,28,11,2
0,5/12/2016 9:47,56,29,20,28,11,2
0,5/12/2016 9:47,56,29,20,28,11,2
0,5/12/2016 9:48,56,29,20,28,11,2
0,5/12/2016 9:48,56,0,0,28,14,2
0,5/12/2016 9:48,56,29,22,28,11,1
0,5/12/2016 9:48,56,29,21,28,11,1
0,5/12/2016 9:48,56,29,20,28,11,2
0,5/12/2016 9:48,56,29,21,27,12,1
0,5/12/2016 9:49,56,29,21,28,11,2
0,5/12/2016 9:49,56,29,20,28,11,2
0,5/12/2016 9:49,56,29,19,28,11,1
0,5/12/2016 9:49,56,29,20,28,12,2
0,5/12/2016 9:49,56,29,20,28,11,2
0,5/12/2016 9:50,56,29,21,28,11,1
0,5/12/2016 9:50,56,0,0,27,15,2
0,5/12/2016 9:50,56,29,22,28,12,1
0,5/12/2016 9:50,56,29,20,28,11,2
0,5/12/2016 9:50,56,29,20,28,11,2
0,5/12/2016 9:50,56,0,0,28,13,2
0,5/12/2016 9:51,56,29,20,28,12,2
0,5/12/2016 9:51,56,29,20,28,11,2
0,5/12/2016 9:51,56,29,20,28,11,2
0,5/12/2016 9:51,56,29,20,28,12,1
0,5/12/2016 9:52,56,29,20,28,11,2
0,5/12/2016 9:52,56,29,20,28,11,2
0,5/12/2016 9:52,56,29,19,28,11,2
0,5/12/2016 9:52,56,29,0,28,15,2
0,5/12/2016 9:52,56,29,19,28,11,2
0,5/12/2016 9:52,56,29,19,28,11,2
0,5/12/2016 9:53,56,29,20,28,11,2
0,5/12/2016 9:53,56,0,0,28,14,3
0,5/12/2016 9:53,56,29,21,28,11,2
0,5/12/2016 9:53,56,29,20,28,11,2
0,5/12/2016 9:53,56,29,19,28,11,2
0,5/12/2016 9:53,56,29,20,28,12,2
0,5/12/2016 9:54,56,29,21,28,12,2
0,5/12/2016 9:54,56,29,20,28,11,2
0,5/12/2016 9:54,56,29,20,28,11,2
0,5/12/2016 9:54,56,29,19,28,11,2
0,5/12/2016 9:54,56,29,20,28,12,2
0,5/12/2016 9:55,56,29,20,28,11,2
0,5/12/2016 9:55,56,29,20,28,11,2
0,5/12/2016 9:55,56,29,19,28,11,1
0,5/12/2016 9:55,56,29,20,28,14,3
0,5/12/2016 9:55,56,29,19,28,11,2
0,5/12/2016 9:55,56,29,21,28,11,2
0,5/12/2016 9:56,56,29,20,28,11,2
0,5/12/2016 9:56,56,0,0,28,13,2
0,5/12/2016 9:56,56,29,22,28,11,2
0,5/12/2016 9:56,56,29,19,28,11,2
0,5/12/2016 9:56,56,29,19,28,11,1
0,5/12/2016 9:56,56,29,19,28,11,2
0,5/12/2016 9:57,56,0,0,28,12,1
0,5/12/2016 9:57,56,29,19,29,11,1
0,5/12/2016 9:57,56,29,20,29,11,2
0,5/12/2016 9:57,56,29,20,28,11,1
0,5/12/2016 9:57,56,29,19,28,11,2
0,5/12/2016 9:58,56,29,22,28,11,2
0,5/12/2016 9:58,56,29,18,28,11,2
0,5/12/2016 9:58,56,29,19,29,11,2
0,5/12/2016 9:58,56,29,20,28,15,2
0,5/12/2016 9:58,56,29,20,28,12,2
0,5/12/2016 9:58,56,29,22,28,11,2
0,5/12/2016 9:59,56,29,19,28,11,1
0,5/12/2016 9:59,56,29,19,28,11,2
0,5/12/2016 9:59,56,29,0,28,15,3
0,5/12/2016 9:59,56,29,19,28,11,2
0,5/12/2016 9:59,56,29,19,28,11,2
0,5/12/2016 9:59,56,29,20,28,11,2
0,5/12/2016 10:00,56,29,20,28,11,2
0,5/12/2016 10:00,56,29,19,28,11,2
0,5/12/2016 10:00,56,29,20,28,11,2
0,5/12/2016 10:00,56,29,20,28,11,2
0,5/12/2016 10:00,56,29,21,28,12,2
0,5/12/2016 10:01,56,29,20,28,11,2
0,5/12/2016 10:01,56,29,20,28,11,2
0,5/12/2016 10:01,56,29,20,28,11,2
0,5/12/2016 10:01,56,29,0,28,14,2
0,5/12/2016 10:01,56,29,20,28,11,2
0,5/12/2016 10:01,56,29,20,28,11,2
0,5/12/2016 10:02,56,29,20,29,11,2
0,5/12/2016 10:02,56,0,0,28,13,3
0,5/12/2016 10:02,56,29,18,28,12,2
0,5/12/2016 10:02,55,29,20,28,11,2
0,5/12/2016 10:02,55,29,20,28,11,2
0,5/12/2016 10:02,55,29,19,28,11,2
0,5/12/2016 10:03,55,29,20,28,12,2
0,5/12/2016 10:03,55,29,19,28,11,2
0,5/12/2016 10:03,55,29,20,28,11,2
0,5/12/2016 10:03,55,29,19,28,11,2
0,5/12/2016 10:03,55,29,19,28,13,2
0,5/12/2016 10:04,55,29,21,28,11,2
0,5/12/2016 10:04,55,29,20,28,11,2
0,5/12/2016 10:04,55,29,20,28,11,2
0,5/12/2016 10:04,55,0,0,28,15,2
0,5/12/2016 10:04,55,29,20,28,11,2
0,5/12/2016 10:04,55,29,21,28,11,2
0,5/12/2016 10:05,55,29,22,28,11,2
0,5/12/2016 10:05,55,0,0,28,12,3
0,5/12/2016 10:05,55,29,19,28,12,2
0,5/12/2016 10:05,55,29,20,28,11,2
0,5/12/2016 10:05,55,29,20,28,11,2
0,5/12/2016 10:05,55,29,20,28,11,2
0,5/12/2016 10:06,55,27,17,27,14,0
0,5/12/2016 10:06,55,27,17,27,11,0
0,5/12/2016 10:06,55,27,16,27,11,0
0,5/12/2016 10:06,55,29,19,28,11,2
0,5/12/2016 10:06,55,27,18,27,12,0
0,5/12/2016 10:07,55,27,18,27,11,0
0,5/12/2016 10:07,55,29,18,28,11,2
1,5/12/2016 10:07,55,342,29,0,28,11
0,5/12/2016 10:07,55,27,19,28,12,0
0,5/12/2016 10:07,55,0,0,28,14,3
0,5/12/2016 10:07,55,29,22,28,13,3
0,5/12/2016 10:08,55,29,23,28,11,2
0,5/12/2016 10:08,55,29,21,29,11,2
0,5/12/2016 10:08,55,0,0,28,13,3
0,5/12/2016 10:08,55,29,0,28,13,3
0,5/12/2016 10:08,55,29,21,28,11,2
0,5/12/2016 10:08,55,29,20,28,11,2
0,5/12/2016 10:09,55,29,20,28,11,2
0,5/12/2016 10:09,55,0,0,29,15,3
0,5/12/2016 10:09,55,29,19,28,11,2
0,5/12/2016 10:09,55,29,20,28,11,2
0,5/12/2016 10:09,55,29,19,28,11,2
0,5/12/2016 10:10,55,29,20,28,11,2
0,5/12/2016 10:10,55,29,20,28,11,2
0,5/12/2016 10:10,55,29,21,28,11,2
0,5/12/2016 10:10,55,29,19,28,11,2
0,5/12/2016 10:10,55,0,0,28,13,3
0,5/12/2016 10:10,55,29,19,28,11,2
0,5/12/2016 10:11,55,29,21,28,11,1
0,5/12/2016 10:11,55,29,20,28,11,2
0,5/12/2016 10:11,55,29,21,28,11,2
0,5/12/2016 10:11,55,29,21,28,12,2
0,5/12/2016 10:11,55,29,20,28,11,2
0,5/12/2016 10:11,55,29,19,28,11,1
0,5/12/2016 10:12,55,0,0,28,15,2
0,5/12/2016 10:12,55,29,20,28,13,2
0,5/12/2016 10:12,55,29,20,29,11,2
0,5/12/2016 10:12,55,29,20,28,11,2
0,5/12/2016 10:12,55,29,19,28,11,2
0,5/12/2016 10:13,55,0,0,28,15,2
0,5/12/2016 10:13,55,29,20,28,11,2
0,5/12/2016 10:13,55,29,18,29,11,2
0,5/12/2016 10:13,55,29,20,28,11,2
0,5/12/2016 10:13,55,29,20,28,11,2
0,5/12/2016 10:13,55,29,20,28,11,2
0,5/12/2016 10:14,55,29,20,28,11,2
0,5/12/2016 10:14,55,29,20,28,11,2
0,5/12/2016 10:14,55,29,20,28,11,2
0,5/12/2016 10:14,55,29,20,28,11,2
0,5/12/2016 10:14,55,29,20,28,11,2
0,5/12/2016 10:14,55,29,20,28,11,2
0,5/12/2016 10:15,55,29,20,28,11,2
0,5/12/2016 10:15,55,29,20,28,11,2
0,5/12/2016 10:15,55,29,20,28,11,2
0,5/12/2016 10:15,55,29,20,28,11,2
0,5/12/2016 10:15,55,29,20,28,11,2
0,5/12/2016 10:16,55,29,20,28,11,2
0,5/12/2016 10:16,55,29,20,28,11,2
0,5/12/2016 10:16,55,29,20,29,11,2
0,5/12/2016 10:16,55,29,20,29,11,2
0,5/12/2016 10:16,54,29,20,28,13,2
0,5/12/2016 10:16,54,29,20,28,11,2
0,5/12/2016 10:17,54,29,20,28,11,2
0,5/12/2016 10:17,54,29,21,28,11,2
0,5/12/2016 10:17,54,29,20,28,12,2
0,5/12/2016 10:17,54,29,19,28,11,2
0,5/12/2016 10:17,54,29,19,28,11,2
0,5/12/2016 10:18,54,29,20,28,11,2
0,5/12/2016 10:18,54,0,0,28,15,3
0,5/12/2016 10:18,54,29,19,28,11,1
0,5/12/2016 10:18,54,29,20,29,11,2
0,5/12/2016 10:18,54,29,21,28,11,2
0,5/12/2016 10:18,54,29,21,28,11,2
0,5/12/2016 10:19,54,29,21,28,11,2
0,5/12/2016 10:19,54,29,20,28,11,2
0,5/12/2016 10:19,54,29,19,28,11,2
0,5/12/2016 10:19,54,0,0,28,14,3
0,5/12/2016 10:19,54,29,20,28,11,2
0,5/12/2016 10:20,54,29,20,28,11,2
0,5/12/2016 10:20,54,29,20,28,11,2
0,5/12/2016 10:20,53,29,20,27,11,2
0,5/12/2016 10:20,53,29,20,28,12,2
0,5/12/2016 10:20,53,29,20,28,11,2
0,5/12/2016 10:21,53,29,20,28,11,2
0,5/12/2016 10:21,53,29,20,28,11,2
0,5/12/2016 10:21,53,0,0,28,14,2
0,5/12/2016 10:21,53,29,21,28,12,2
0,5/12/2016 10:21,53,29,20,28,11,2
0,5/12/2016 10:21,53,29,20,28,11,2
0,5/12/2016 10:22,53,29,20,28,11,2
0,5/12/2016 10:22,53,29,20,28,11,2
0,5/12/2016 10:22,53,29,21,29,11,2
0,5/12/2016 10:22,53,29,17,28,11,2
0,5/12/2016 10:22,53,29,19,28,11,1
0,5/12/2016 10:22,53,0,0,28,15,3
0,5/12/2016 10:23,53,29,20,28,11,2
0,5/12/2016 10:23,53,29,20,28,11,2
0,5/12/2016 10:23,53,29,20,28,11,2
0,5/12/2016 10:23,53,29,20,28,12,2
0,5/12/2016 10:23,53,29,20,28,11,2
0,5/12/2016 10:24,53,29,20,28,11,2
0,5/12/2016 10:24,53,29,20,28,11,2
0,5/12/2016 10:24,53,29,20,28,11,2
0,5/12/2016 10:24,53,29,21,28,11,2
0,5/12/2016 10:24,53,0,0,28,15,3
0,5/12/2016 10:24,53,29,20,28,11,2
0,5/12/2016 10:25,53,29,21,27,11,2
0,5/12/2016 10:25,53,29,21,28,11,2
0,5/12/2016 10:25,53,29,21,28,11,2
0,5/12/2016 10:25,53,29,21,28,12,3
0,5/12/2016 10:25,53,29,19,28,11,2
0,5/12/2016 10:26,53,29,19,28,11,2
0,5/12/2016 10:26,53,29,19,28,11,2
0,5/12/2016 10:26,53,29,19,28,11,2
0,5/12/2016 10:26,53,29,19,28,11,2
0,5/12/2016 10:26,53,29,19,28,11,2
0,5/12/2016 10:26,53,29,19,28,11,2
0,5/12/2016 10:27,53,29,19,28,11,2
0,5/12/2016 10:27,53,29,19,28,11,2
0,5/12/2016 10:27,53,29,19,28,11,2
0,5/12/2016 10:27,53,29,19,28,11,2
0,5/12/2016 10:27,53,27,16,27,11,0
0,5/12/2016 10:28,53,27,16,27,11,0
0,5/12/2016 10:28,53,27,16,27,11,0
0,5/12/2016 10:28,53,29,19,28,11,1
1,5/12/2016 10:28,53,29,19,28,11,1
0,5/12/2016 10:28,53,27,16,27,11,0
1,5/12/2016 10:28,53,344,27,1,27,11
0,5/12/2016 10:29,53,29,19,28,11,1
0,5/12/2016 10:29,53,29,19,28,11,1
0,5/12/2016 10:29,53,29,19,28,11,1
0,5/12/2016 10:29,53,29,19,29,11,1
0,5/12/2016 10:29,53,29,19,29,11,1
0,5/12/2016 10:30,53,27,16,27,11,0
0,5/12/2016 10:30,53,27,16,27,11,0
0,5/12/2016 10:30,53,27,16,27,11,0
0,5/12/2016 10:30,53,27,16,27,11,0
0,5/12/2016 10:30,53,29,19,29,11,1
1,5/12/2016 10:30,53,342,29,0,28,11
0,5/12/2016 10:31,53,342,29,0,28,11
1,5/12/2016 10:31,53,342,29,0,28,11
0,5/12/2016 10:31,53,27,16,27,11,0
0,5/12/2016 10:31,53,29,19,28,11,1
0,5/12/2016 10:31,53,29,19,28,11,1
0,5/12/2016 10:32,53,29,19,27,11,1
0,5/12/2016 10:32,53,29,19,28,11,1
0,5/12/2016 10:32,53,29,19,28,11,1
0,5/12/2016 10:32,53,29,19,29,11,1
0,5/12/2016 10:32,53,29,19,28,11,1
0,5/12/2016 10:32,53,29,19,28,11,1
0,5/12/2016 10:33,53,29,19,28,11,1
0,5/12/2016 10:33,53,29,19,28,11,1
0,5/12/2016 10:33,53,27,16,27,11,0
0,5/12/2016 10:33,53,29,19,28,11,1
1,5/12/2016 10:33,53,342,29,0,28,11
0,5/12/2016 10:34,53,29,19,28,11,1
0,5/12/2016 10:34,53,29,19,28,11,1
0,5/12/2016 10:34,53,29,19,28,11,1
0,5/12/2016 10:34,53,29,19,28,11,1
0,5/12/2016 10:34,53,29,19,29,11,1
0,5/12/2016 10:34,53,29,19,28,11,1
0,5/12/2016 10:35,53,29,19,28,11,1
0,5/12/2016 10:35,53,29,19,28,11,1
0,5/12/2016 10:35,53,29,19,28,11,1
0,5/12/2016 10:35,53,29,19,28,11,1
0,5/12/2016 10:35,53,29,19,29,11,1
0,5/12/2016 10:36,53,29,19,28,11,1
0,5/12/2016 10:36,53,29,19,28,11,1
0,5/12/2016 10:36,53,29,19,28,11,1
0,5/12/2016 10:36,53,29,19,28,11,1
0,5/12/2016 10:36,53,29,19,28,11,1
0,5/12/2016 10:36,53,29,19,28,11,1
0,5/12/2016 10:37,53,29,19,28,11,1
0,5/12/2016 10:37,53,29,19,28,11,1
0,5/12/2016 10:37,53,29,19,28,11,1
0,5/12/2016 10:37,53,29,19,28,11,1
0,5/12/2016 10:37,53,29,19,28,11,1
0,5/12/2016 10:38,53,29,19,28,11,1
0,5/12/2016 10:38,53,29,19,28,11,1
0,5/12/2016 10:38,53,29,19,28,11,1
0,5/12/2016 10:38,53,29,19,28,11,1
0,5/12/2016 10:38,52,29,19,28,11,1
0,5/12/2016 10:38,52,29,19,28,11,1
0,5/12/2016 10:39,52,29,19,28,11,1
0,5/12/2016 10:39,53,29,19,28,11,1
0,5/12/2016 10:39,52,29,19,28,11,1
0,5/12/2016 10:39,52,29,19,28,11,1
0,5/12/2016 10:39,52,29,19,28,11,1
0,5/12/2016 10:39,52,29,19,28,11,1
0,5/12/2016 10:40,52,29,20,28,11,1
0,5/12/2016 10:40,52,29,20,28,11,1
0,5/12/2016 10:40,52,0,0,28,14,2
0,5/12/2016 10:40,52,29,19,27,12,1
0,5/12/2016 10:40,52,29,19,28,11,1
0,5/12/2016 10:41,52,29,19,28,11,1
0,5/12/2016 10:41,52,29,19,28,11,1
0,5/12/2016 10:41,52,29,19,28,11,1
0,5/12/2016 10:41,52,29,20,28,11,1
0,5/12/2016 10:41,52,29,20,28,11,1
0,5/12/2016 10:41,52,29,20,28,11,1
0,5/12/2016 10:42,52,29,20,28,11,1
0,5/12/2016 10:42,52,29,20,28,11,1
0,5/12/2016 10:42,52,29,20,28,11,1
0,5/12/2016 10:42,52,29,20,28,11,1
0,5/12/2016 10:42,52,29,20,28,11,1
0,5/12/2016 10:43,52,29,20,29,11,1
0,5/12/2016 10:43,52,29,20,28,12,2
0,5/12/2016 10:43,52,29,20,28,11,2
0,5/12/2016 10:43,52,29,20,28,11,2
0,5/12/2016 10:43,51,29,20,28,11,2
0,5/12/2016 10:43,51,29,20,28,11,2
0,5/12/2016 10:44,51,29,20,28,11,2
0,5/12/2016 10:44,51,29,20,28,11,1
0,5/12/2016 10:44,51,0,0,27,15,2
0,5/12/2016 10:44,51,29,19,28,11,1
0,5/12/2016 10:44,51,29,20,28,11,1
0,5/12/2016 10:44,51,29,21,28,11,1
0,5/12/2016 10:45,51,0,0,28,15,2
0,5/12/2016 10:45,51,29,19,28,12,1
0,5/12/2016 10:45,51,29,21,28,11,1
0,5/12/2016 10:45,51,29,20,28,11,1
0,5/12/2016 10:45,51,29,20,28,11,1
0,5/12/2016 10:46,51,29,20,28,11,1
0,5/12/2016 10:46,51,29,20,28,11,1
0,5/12/2016 10:46,51,29,20,28,11,1
0,5/12/2016 10:46,51,29,20,28,11,1
0,5/12/2016 10:46,51,29,20,28,11,1
0,5/12/2016 10:46,51,29,19,28,11,2
0,5/12/2016 10:47,51,0,0,28,15,2
0,5/12/2016 10:47,51,29,20,28,11,2
0,5/12/2016 10:47,51,0,0,28,13,2
0,5/12/2016 10:47,51,29,20,28,11,2
0,5/12/2016 10:48,51,29,20,28,11,2
0,5/12/2016 10:48,51,29,20,28,11,2
0,5/12/2016 10:48,51,29,20,28,11,2
0,5/12/2016 10:48,51,29,20,28,11,2
0,5/12/2016 10:48,51,29,20,29,11,2
0,5/12/2016 10:48,51,29,20,28,11,2
0,5/12/2016 10:49,51,29,21,28,12,2
0,5/12/2016 10:49,51,29,20,28,11,2
0,5/12/2016 10:49,51,29,20,28,11,2
0,5/12/2016 10:49,50,29,20,28,11,1
0,5/12/2016 10:49,50,0,0,28,15,2
0,5/12/2016 10:49,50,29,21,28,13,2
0,5/12/2016 10:50,50,29,22,28,11,2
0,5/12/2016 10:50,50,29,19,28,11,1
0,5/12/2016 10:50,50,29,19,28,11,2
0,5/12/2016 10:50,50,29,19,28,11,2
0,5/12/2016 10:50,50,29,19,28,11,2
0,5/12/2016 10:50,50,0,0,28,16,2
0,5/12/2016 10:51,50,29,20,28,11,2
0,5/12/2016 10:51,50,29,20,28,11,2
0,5/12/2016 10:51,50,29,20,29,11,2
0,5/12/2016 10:51,50,29,19,28,11,2
0,5/12/2016 10:51,50,27,16,27,11,0
0,5/12/2016 10:51,50,27,17,27,11,0
0,5/12/2016 10:52,50,27,17,27,11,0
0,5/12/2016 10:52,50,27,17,27,11,0
0,5/12/2016 10:52,50,29,21,28,12,2
1,5/12/2016 10:52,50,342,29,0,28,11
1,5/12/2016 10:52,50,342,29,0,28,11
0,5/12/2016 10:53,50,29,20,28,11,2
0,5/12/2016 10:53,50,29,19,28,11,2
0,5/12/2016 10:53,50,27,17,27,11,0
1,5/12/2016 10:53,50,342,29,0,28,11
1,5/12/2016 10:53,50,342,29,0,28,11
0,5/12/2016 10:54,50,29,19,28,12,2
0,5/12/2016 10:54,50,29,19,28,11,1
0,5/12/2016 10:54,50,29,21,28,11,2
0,5/12/2016 10:54,50,29,19,28,11,2
0,5/12/2016 10:54,50,0,0,28,14,2
0,5/12/2016 10:54,50,29,20,28,11,2
0,5/12/2016 10:55,50,27,17,27,11,0
1,5/12/2016 10:55,50,342,29,0,28,11
1,5/12/2016 10:55,50,342,29,0,28,11
1,5/12/2016 10:55,50,342,29,0,28,11
1,5/12/2016 10:55,50,342,29,0,28,11
0,5/12/2016 10:55,50,27,17,27,11,0
1,5/12/2016 10:55,50,342,29,0,28,11
0,5/12/2016 10:56,50,27,18,27,11,0
0,5/12/2016 10:56,50,27,18,27,11,0
0,5/12/2016 10:56,50,29,19,28,11,2
0,5/12/2016 10:56,50,29,19,28,11,2
0,5/12/2016 10:56,50,29,19,28,11,2
0,5/12/2016 10:57,50,27,18,27,11,0
1,5/12/2016 10:57,50,342,29,0,28,11
1,5/12/2016 10:57,50,344,27,1,27,11
1,5/12/2016 10:57,50,342,29,0,29,11
0,5/12/2016 10:57,3,27,18,27,11,0
1,5/12/2016 10:57,3,344,27,1,27,11
1,5/12/2016 10:58,50,344,27,1,27,11
1,5/12/2016 10:58,50,342,29,0,28,11
1,5/12/2016 10:58,50,342,29,0,28,11
1,5/12/2016 10:58,50,342,29,0,28,11
1,5/12/2016 10:58,50,342,29,0,28,12
1,5/12/2016 10:58,50,342,29,0,28,11
1,5/12/2016 10:59,50,342,29,0,28,13
0,5/12/2016 10:59,50,29,21,28,11,2
0,5/12/2016 10:59,50,29,19,28,11,1
0,5/12/2016 10:59,50,29,20,28,11,2
0,5/12/2016 11:00,50,29,19,28,11,2
0,5/12/2016 11:00,50,29,20,28,11,2
0,5/12/2016 11:00,50,29,21,28,11,2
0,5/12/2016 11:00,50,29,20,28,11,2
0,5/12/2016 11:01,50,29,21,28,14,2
0,5/12/2016 11:01,50,29,20,28,11,2
0,5/12/2016 11:01,50,29,20,28,11,2
0,5/12/2016 11:01,50,29,20,28,11,2
0,5/12/2016 11:01,50,0,0,28,13,3
0,5/12/2016 11:02,50,29,20,28,11,2
1,5/12/2016 11:02,50,342,29,0,28,11
1,5/12/2016 11:02,50,0,0,0,28,15
1,5/12/2016 11:02,50,342,29,0,28,11
1,5/12/2016 11:03,50,342,29,0,28,11
1,5/12/2016 11:03,50,342,29,0,28,11
0,5/12/2016 11:03,50,29,19,29,11,2
0,5/12/2016 11:03,50,29,0,28,14,3
0,5/12/2016 11:04,50,29,21,28,11,3
0,5/12/2016 11:04,50,29,20,29,13,2
1,5/12/2016 11:04,50,342,29,0,28,11
1,5/12/2016 11:04,50,342,29,0,28,11
1,5/12/2016 11:04,50,342,29,0,28,11
1,5/12/2016 11:05,50,342,29,0,28,11
1,5/12/2016 11:05,50,342,29,0,28,11
1,5/12/2016 11:05,50,0,0,0,28,15
1,5/12/2016 11:05,50,342,29,0,28,11
1,5/12/2016 11:05,50,342,29,0,29,11
1,5/12/2016 11:05,50,342,29,0,28,11
1,5/12/2016 11:06,50,342,29,0,28,11
1,5/12/2016 11:06,50,342,29,0,28,12
1,5/12/2016 11:06,50,342,29,0,28,14
0,5/12/2016 11:06,50,29,19,28,11,2
0,5/12/2016 11:06,50,29,21,29,11,2
0,5/12/2016 11:06,50,29,19,28,11,2
0,5/12/2016 11:07,50,29,20,28,12,2
0,5/12/2016 11:07,50,29,19,28,11,1
0,5/12/2016 11:07,49,29,20,28,11,2
0,5/12/2016 11:07,49,29,19,28,11,2
0,5/12/2016 11:08,49,29,19,28,11,1
0,5/12/2016 11:08,49,29,20,28,11,2
0,5/12/2016 11:08,49,29,19,29,11,2
0,5/12/2016 11:08,49,0,0,28,14,2
0,5/12/2016 11:08,49,29,20,29,11,2
0,5/12/2016 11:08,49,29,20,28,11,2
0,5/12/2016 11:09,49,29,20,28,11,2
0,5/12/2016 11:09,49,29,20,28,11,2
0,5/12/2016 11:09,49,29,20,28,11,2
0,5/12/2016 11:09,49,29,19,28,11,1
0,5/12/2016 11:09,49,29,20,28,11,2
0,5/12/2016 11:10,49,29,19,28,13,2
0,5/12/2016 11:10,49,0,0,28,15,3
0,5/12/2016 11:10,49,29,20,28,11,2
0,5/12/2016 11:10,49,29,20,28,11,2
0,5/12/2016 11:10,49,29,20,28,11,2
0,5/12/2016 11:10,49,29,20,28,12,2
0,5/12/2016 11:11,49,29,20,28,11,2
0,5/12/2016 11:11,49,29,19,28,11,2
0,5/12/2016 11:11,49,29,20,28,11,2
0,5/12/2016 11:11,49,0,0,28,15,3
0,5/12/2016 11:11,49,29,20,28,11,2
0,5/12/2016 11:11,49,29,19,28,11,2
0,5/12/2016 11:12,49,29,19,28,11,2
0,5/12/2016 11:12,49,29,19,28,11,2
0,5/12/2016 11:12,49,29,19,29,11,2
0,5/12/2016 11:12,49,29,19,28,11,2
0,5/12/2016 11:12,49,29,19,29,11,2
0,5/12/2016 11:13,49,29,19,28,11,2
0,5/12/2016 11:13,49,29,19,29,11,2
1,5/12/2016 11:13,49,29,19,28,11,1
0,5/12/2016 11:13,49,29,19,28,11,2
0,5/12/2016 11:13,49,29,20,28,12,2
0,5/12/2016 11:13,49,29,21,28,12,2
0,5/12/2016 11:14,49,29,20,28,11,2
0,5/12/2016 11:14,49,29,20,28,11,2
0,5/12/2016 11:14,49,0,0,28,14,2
0,5/12/2016 11:14,49,29,21,28,11,2
0,5/12/2016 11:14,49,29,19,28,11,2
0,5/12/2016 11:14,49,29,19,29,11,2
0,5/12/2016 11:15,49,29,19,28,11,1
0,5/12/2016 11:15,49,29,20,28,13,2
0,5/12/2016 11:15,49,29,18,29,11,2
0,5/12/2016 11:15,49,29,19,28,11,2
0,5/12/2016 11:15,49,29,20,28,11,2
0,5/12/2016 11:16,49,29,20,28,11,2
0,5/12/2016 11:16,49,29,20,28,11,2
0,5/12/2016 11:16,49,29,20,28,11,2
0,5/12/2016 11:16,49,29,20,28,11,2
0,5/12/2016 11:16,49,29,20,29,11,2
0,5/12/2016 11:16,49,29,19,29,11,2
0,5/12/2016 11:17,0,29,20,28,11,2
0,5/12/2016 11:17,49,29,20,28,13,2
0,5/12/2016 11:17,49,29,21,28,11,2
0,5/12/2016 11:17,49,29,19,28,11,2
0,5/12/2016 11:18,49,29,20,28,11,2
1,5/12/2016 11:18,49,342,29,0,28,11
1,5/12/2016 11:18,49,342,29,0,28,11
1,5/12/2016 11:18,49,342,29,0,28,11
1,5/12/2016 11:18,49,342,29,0,28,11
1,5/12/2016 11:18,49,0,0,0,28,15
1,5/12/2016 11:19,49,342,29,0,28,11
0,5/12/2016 11:19,49,29,19,28,11,2
0,5/12/2016 11:19,49,29,20,28,11,2
0,5/12/2016 11:19,49,29,20,28,12,2
0,5/12/2016 11:19,49,0,0,28,15,3
0,5/12/2016 11:20,49,29,19,29,11,2
0,5/12/2016 11:20,49,29,20,28,11,2
0,5/12/2016 11:20,49,29,20,28,13,3
0,5/12/2016 11:20,49,0,0,28,14,3
0,5/12/2016 11:20,49,29,20,28,11,2
0,5/12/2016 11:20,49,29,20,28,11,3
0,5/12/2016 11:21,49,29,20,28,11,2
