error,time,humidity,motor_speed_per_min,break_pad_slide,spm,motor_voltage,slide_voltage,P0004,,P0006,,P0007,,P000A,,P000C,,P000F,,P0016,,P0045,,P0048,,P0049,,P004A,,P004F,
0,5/12/2016 9:39,56,29,20,28,11,3,16434,0,0,0,0,2,0,0,0,0,0,0,0,22.49,403,35,22.55,55,327,74,24.25,48,461,78
0,5/12/2016 9:39,56,29,21,28,12,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.49,403,35,22.56,55,325,83,24.25,48,461,78
0,5/12/2016 9:39,56,29,19,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.49,403,35,22.56,55,325,83,24.25,48,461,78
0,5/12/2016 9:40,56,29,19,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.5,405,35,22.56,55,325,67,24.25,48,461,78
0,5/12/2016 9:40,56,29,19,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.5,405,35,22.56,55,327,83,24.25,48,461,78
0,5/12/2016 9:40,56,0,0,28,15,2,16498,0,0,0,0,2,0,0,0,0,0,0,0,22.5,403,36,22.57,55,325,83,24.25,48,461,78
0,5/12/2016 9:40,56,29,21,28,13,2,20530,0,0,0,0,3,0,0,0,0,0,0,0,22.51,403,36,22.57,55,327,73,24.25,48,461,78
0,5/12/2016 9:40,56,29,19,28,11,2,20530,0,0,0,0,3,0,0,0,0,0,0,0,22.53,401,37,22.57,55,328,76,24.25,48,461,78
0,5/12/2016 9:41,56,29,19,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.53,401,36,22.58,55,327,86,24.25,48,461,78
0,5/12/2016 9:41,56,0,0,28,13,3,16434,0,0,0,0,2,0,0,0,0,0,0,0,22.53,401,36,22.58,55,328,87,24.25,48,461,78
0,5/12/2016 9:41,56,0,0,28,15,3,114,0,0,0,0,2,0,0,0,0,0,0,0,22.54,401,36,22.58,55,328,79,24.25,48,461,78
0,5/12/2016 9:41,56,29,19,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.54,401,36,22.59,55,330,74,24.25,48,461,78
0,5/12/2016 9:41,56,29,21,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.54,403,37,22.59,55,332,87,24.25,48,461,78
0,5/12/2016 9:41,56,29,19,28,12,2,20530,0,0,0,0,3,0,0,0,0,0,0,0,22.55,403,37,22.6,55,332,77,24.25,48,461,78
0,5/12/2016 9:42,56,29,19,28,11,2,20530,0,0,0,0,3,0,0,0,0,0,0,0,22.55,403,37,22.61,55,330,77,24.25,48,461,78
0,5/12/2016 9:42,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.55,403,37,22.61,55,330,88,24.25,48,461,78
0,5/12/2016 9:42,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.56,401,36,22.62,55,330,84,24.25,48,461,78
0,5/12/2016 9:42,56,0,0,28,14,3,16498,0,0,0,0,2,0,0,0,0,0,0,0,22.56,401,36,22.62,55,330,69,24.25,48,461,78
0,5/12/2016 9:42,56,30,18,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.56,402,36,22.62,55,330,75,24.25,48,461,78
0,5/12/2016 9:43,56,30,18,28,11,3,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.57,400,36,22.63,55,330,87,24.25,48,461,78
0,5/12/2016 9:43,56,30,18,28,11,3,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.57,400,36,22.63,55,332,87,24.25,48,461,78
0,5/12/2016 9:43,56,29,19,28,11,2,20530,0,0,0,0,3,0,0,0,0,0,0,0,22.58,400,36,22.63,55,330,68,24.25,48,461,78
0,5/12/2016 9:43,56,29,20,28,11,2,20530,0,0,0,0,3,0,0,0,0,0,0,0,22.58,400,36,22.63,55,330,78,24.25,48,461,78
0,5/12/2016 9:43,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.58,400,37,22.63,55,328,93,24.25,48,461,78
0,5/12/2016 9:43,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.58,400,37,22.63,55,328,89,24.25,48,461,78
0,5/12/2016 9:44,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.59,395,37,22.64,55,330,88,24.25,48,461,78
0,5/12/2016 9:44,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.59,397,37,22.64,55,330,94,24.25,48,461,78
0,5/12/2016 9:44,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.59,397,36,22.67,55,330,87,24.25,48,461,78
0,5/12/2016 9:44,56,29,20,29,11,2,20530,0,0,0,0,3,0,0,0,0,0,0,0,22.6,395,36,22.67,55,332,88,24.25,48,461,78
0,5/12/2016 9:44,56,29,20,28,11,2,20530,0,0,0,0,3,0,0,0,0,0,0,0,22.6,397,36,22.67,55,330,91,24.25,48,461,78
0,5/12/2016 9:44,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.61,393,36,22.68,55,328,93,24.25,48,461,78
0,5/12/2016 9:45,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.62,396,36,22.68,55,328,87,24.25,48,461,78
0,5/12/2016 9:45,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.62,396,36,22.69,55,327,87,24.25,48,461,78
0,5/12/2016 9:45,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.62,396,36,22.69,55,327,87,24.25,48,461,78
0,5/12/2016 9:45,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.62,396,36,22.7,55,328,87,24.25,48,461,78
0,5/12/2016 9:45,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.63,394,36,22.7,55,328,85,24.25,48,461,78
0,5/12/2016 9:46,56,29,20,28,11,2,20530,0,0,0,0,3,0,0,0,0,0,0,0,22.63,396,36,22.71,55,328,91,24.25,48,461,78
0,5/12/2016 9:46,56,29,20,28,11,2,20530,0,0,0,0,3,0,0,0,0,0,0,0,22.63,398,36,22.71,55,327,93,24.25,48,461,78
0,5/12/2016 9:46,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.64,398,36,22.71,55,330,87,24.25,48,461,78
0,5/12/2016 9:46,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.64,398,36,22.72,55,330,86,24.25,48,461,78
0,5/12/2016 9:46,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.64,398,36,22.72,55,332,86,24.25,48,461,78
0,5/12/2016 9:46,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.65,396,36,22.73,55,330,93,24.25,48,461,78
0,5/12/2016 9:47,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.65,398,36,22.74,55,330,92,24.25,48,461,78
0,5/12/2016 9:47,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.65,398,36,22.74,55,328,87,24.25,48,461,78
0,5/12/2016 9:47,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.67,400,36,22.76,55,328,71,24.25,48,461,78
0,5/12/2016 9:47,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.67,400,37,22.77,55,328,76,24.25,48,461,78
0,5/12/2016 9:48,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.67,400,37,22.77,55,328,76,24.25,48,461,78
0,5/12/2016 9:48,56,0,0,28,14,2,16434,0,0,0,0,2,0,0,0,0,0,0,0,22.68,400,36,22.78,55,325,87,24.25,48,461,78
0,5/12/2016 9:48,56,29,22,28,11,1,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.68,400,36,22.78,55,325,89,24.25,48,461,78
0,5/12/2016 9:48,56,29,21,28,11,1,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.69,398,37,22.78,55,325,78,24.25,48,461,78
0,5/12/2016 9:48,56,29,20,28,11,2,20530,0,0,0,0,3,0,0,0,0,0,0,0,22.69,398,36,22.79,55,322,68,24.25,48,461,78
0,5/12/2016 9:48,56,29,21,27,12,1,20530,0,0,0,0,3,0,0,0,0,0,0,0,22.69,400,36,22.78,55,322,75,24.25,48,461,78
0,5/12/2016 9:49,56,29,21,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.69,400,36,22.79,55,323,87,24.25,48,461,78
0,5/12/2016 9:49,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.7,402,36,22.79,55,322,70,24.25,48,461,78
0,5/12/2016 9:49,56,29,19,28,11,1,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.71,396,36,22.8,55,320,68,24.25,48,461,78
0,5/12/2016 9:49,56,29,20,28,12,2,16434,0,0,0,0,2,0,0,0,0,0,0,0,22.71,396,36,22.8,55,320,80,24.25,48,461,78
0,5/12/2016 9:49,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.71,396,36,22.82,55,320,86,24.25,48,461,78
0,5/12/2016 9:50,56,29,21,28,11,1,20530,0,0,0,0,3,0,0,0,0,0,0,0,22.72,396,36,22.82,55,320,71,24.25,48,461,78
0,5/12/2016 9:50,56,0,0,27,15,2,20594,0,0,0,0,2,0,0,0,0,0,0,0,22.72,394,36,22.83,55,322,68,24.25,48,461,78
0,5/12/2016 9:50,56,29,22,28,12,1,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.73,392,36,22.83,55,323,73,24.25,48,461,78
0,5/12/2016 9:50,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.73,392,36,22.83,55,325,86,24.25,48,461,78
0,5/12/2016 9:50,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.73,392,36,22.83,55,325,86,24.25,48,461,78
0,5/12/2016 9:50,56,0,0,28,13,2,16498,0,0,0,0,2,0,0,0,0,0,0,0,22.73,392,36,22.84,55,325,72,24.25,48,461,78
0,5/12/2016 9:51,56,29,20,28,12,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.74,394,36,22.84,55,325,72,24.25,48,461,78
0,5/12/2016 9:51,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.74,394,36,22.84,55,328,76,24.25,48,461,78
0,5/12/2016 9:51,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.75,396,37,22.84,55,328,76,24.25,48,461,78
0,5/12/2016 9:51,56,29,20,28,12,1,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.75,396,37,22.84,55,328,76,24.25,48,461,78
0,5/12/2016 9:52,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.75,394,37,22.87,55,328,74,24.25,48,461,78
0,5/12/2016 9:52,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.76,390,36,22.87,55,330,87,24.25,48,461,78
0,5/12/2016 9:52,56,29,19,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.77,390,36,22.88,55,330,87,24.25,48,461,78
0,5/12/2016 9:52,56,29,0,28,15,2,16498,0,0,0,0,35,0,0,0,0,0,0,0,22.77,390,36,22.88,55,328,72,24.25,48,461,78
0,5/12/2016 9:52,56,29,19,28,11,2,20530,0,0,0,0,3,0,0,0,0,0,0,0,22.77,392,36,22.88,55,328,72,24.25,48,461,78
0,5/12/2016 9:52,56,29,19,28,11,2,20530,0,0,0,0,3,0,0,0,0,0,0,0,22.77,390,35,22.88,55,328,72,24.25,48,461,78
0,5/12/2016 9:53,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.78,390,35,22.89,55,332,86,24.25,48,461,78
0,5/12/2016 9:53,56,0,0,28,14,3,16498,0,0,0,0,2,0,0,0,0,0,0,0,22.78,390,36,22.89,55,330,87,24.25,48,461,78
0,5/12/2016 9:53,56,29,21,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.78,390,36,22.9,55,332,73,24.25,48,461,78
0,5/12/2016 9:53,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.79,390,36,22.9,55,332,73,24.25,48,461,78
0,5/12/2016 9:53,56,29,19,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.79,390,36,22.9,55,332,83,24.25,48,461,78
0,5/12/2016 9:53,56,29,20,28,12,2,16434,0,0,0,0,2,0,0,0,0,0,0,0,22.8,392,36,22.9,55,332,86,24.25,48,461,78
0,5/12/2016 9:54,56,29,21,28,12,2,20530,0,0,0,0,3,0,0,0,0,0,0,0,22.8,392,37,22.91,55,334,79,24.25,48,461,78
0,5/12/2016 9:54,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.82,392,37,22.91,55,334,79,24.25,48,461,78
0,5/12/2016 9:54,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.82,394,37,22.92,55,334,83,24.25,48,461,78
0,5/12/2016 9:54,56,29,19,28,11,2,16434,0,0,0,0,2,0,0,0,0,0,0,0,22.83,396,37,22.92,55,332,86,24.25,48,461,78
0,5/12/2016 9:54,56,29,20,28,12,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.83,396,36,22.92,55,330,90,24.25,48,461,78
0,5/12/2016 9:55,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.83,396,37,22.92,55,330,83,24.25,48,461,78
0,5/12/2016 9:55,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.83,398,37,22.92,55,330,83,24.25,48,461,78
0,5/12/2016 9:55,56,29,19,28,11,1,20530,0,0,0,0,2,0,0,0,0,0,0,0,22.84,400,37,22.92,55,330,73,24.25,48,461,78
0,5/12/2016 9:55,56,29,20,28,14,3,20498,0,0,0,0,3,0,0,0,0,0,0,0,22.84,403,37,22.93,55,330,91,24.25,48,461,78
0,5/12/2016 9:55,56,29,19,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.84,401,37,22.93,54,330,85,24.25,48,461,78
0,5/12/2016 9:55,56,29,21,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.84,403,37,22.93,54,330,82,24.25,48,461,78
0,5/12/2016 9:56,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.85,405,38,22.93,54,330,82,24.25,48,461,78
0,5/12/2016 9:56,56,0,0,28,13,2,16498,0,0,0,0,2,0,0,0,0,0,0,0,22.85,405,37,22.93,54,328,78,24.25,48,461,78
0,5/12/2016 9:56,56,29,22,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.87,403,38,22.93,54,330,92,24.25,48,461,78
0,5/12/2016 9:56,56,29,19,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.87,405,37,22.94,54,330,91,24.25,48,461,78
0,5/12/2016 9:56,56,29,19,28,11,1,20530,0,0,0,0,3,0,0,0,0,0,0,0,22.87,405,37,22.94,54,332,92,24.25,48,461,78
0,5/12/2016 9:56,56,29,19,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.88,407,36,22.95,55,334,86,24.25,48,461,78
0,5/12/2016 9:57,56,0,0,28,12,1,16498,0,0,0,0,2,0,0,0,0,0,0,0,22.88,407,36,22.95,55,334,86,24.25,48,461,78
0,5/12/2016 9:57,56,29,19,29,11,1,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.89,405,37,22.95,55,334,86,24.25,48,461,78
0,5/12/2016 9:57,56,29,20,29,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.89,407,36,22.97,55,334,86,24.25,48,461,78
0,5/12/2016 9:57,56,29,20,28,11,1,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.9,407,36,22.97,55,334,86,24.25,48,461,78
0,5/12/2016 9:57,56,29,19,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.9,407,36,22.98,55,335,86,24.25,48,461,78
0,5/12/2016 9:58,56,29,22,28,11,2,20530,0,0,0,0,3,0,0,0,0,0,0,0,22.91,407,37,22.98,55,335,86,24.25,48,461,78
0,5/12/2016 9:58,56,29,18,28,11,2,20530,0,0,0,0,3,0,0,0,0,0,0,0,22.91,409,37,22.99,55,335,90,24.25,48,461,78
0,5/12/2016 9:58,56,29,19,29,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.91,409,37,22.99,55,335,74,24.25,48,461,78
0,5/12/2016 9:58,56,29,20,28,15,2,16434,0,0,0,0,2,0,0,0,0,0,0,0,22.92,409,37,22.99,55,335,74,24.25,48,461,78
0,5/12/2016 9:58,56,29,20,28,12,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.92,409,37,23,55,332,69,24.25,48,461,78
0,5/12/2016 9:58,56,29,22,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.92,407,36,23.01,55,332,86,24.25,48,461,78
0,5/12/2016 9:59,56,29,19,28,11,1,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.93,407,36,23.01,55,332,86,24.25,48,461,78
0,5/12/2016 9:59,56,29,19,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.93,409,36,23.02,55,332,72,24.25,48,461,78
0,5/12/2016 9:59,56,29,0,28,15,3,20594,0,0,0,0,35,0,0,0,0,0,0,0,22.95,407,37,23.02,54,334,86,24.25,48,461,78
0,5/12/2016 9:59,56,29,19,28,11,2,20530,0,0,0,0,3,0,0,0,0,0,0,0,22.95,405,37,23.02,54,334,86,24.25,48,461,78
0,5/12/2016 9:59,56,29,19,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.97,405,36,23.03,54,334,93,24.25,48,461,78
0,5/12/2016 9:59,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.97,403,36,23.03,54,335,72,24.25,48,461,78
0,5/12/2016 10:00,56,29,20,28,11,2,16434,0,0,0,0,2,0,0,0,0,0,0,0,22.97,405,36,23.04,54,334,87,24.25,48,461,78
0,5/12/2016 10:00,56,29,19,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.98,405,36,23.04,54,334,87,24.25,48,461,78
0,5/12/2016 10:00,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.98,405,35,23.04,54,337,70,24.25,48,461,78
0,5/12/2016 10:00,56,29,20,28,11,2,20530,0,0,0,0,3,0,0,0,0,0,0,0,22.98,403,36,23.05,54,337,76,24.25,48,461,78
0,5/12/2016 10:00,56,29,21,28,12,2,20530,0,0,0,0,3,0,0,0,0,0,0,0,22.99,403,36,23.05,54,339,87,24.25,48,461,78
0,5/12/2016 10:01,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.99,403,46,23.06,54,340,82,24.25,48,461,78
0,5/12/2016 10:01,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,22.99,403,41,23.06,54,339,71,24.25,48,461,78
0,5/12/2016 10:01,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,23,401,46,23.07,54,337,71,24.25,48,461,78
0,5/12/2016 10:01,56,29,0,28,14,2,114,0,0,0,0,2,0,0,0,0,0,0,0,23,401,46,23.07,54,335,83,24.25,48,461,78
0,5/12/2016 10:01,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,23.01,401,46,23.07,54,335,70,24.25,48,461,78
0,5/12/2016 10:01,56,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,23.01,401,46,23.08,54,335,80,24.25,48,461,78
0,5/12/2016 10:02,56,29,20,29,11,2,20530,0,0,0,0,3,0,0,0,0,0,0,0,23.02,399,46,23.08,54,335,80,24.25,48,461,78
0,5/12/2016 10:02,56,0,0,28,13,3,16434,0,0,0,0,2,0,0,0,0,0,0,0,23.02,399,46,23.09,54,337,83,24.25,48,461,78
0,5/12/2016 10:02,56,29,18,28,12,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,23.02,397,46,23.09,54,337,83,24.25,48,461,78
0,5/12/2016 10:02,55,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,23.03,397,46,23.1,54,340,83,24.25,48,461,78
0,5/12/2016 10:02,55,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,23.03,397,46,23.1,54,340,83,24.25,48,461,78
0,5/12/2016 10:02,55,29,19,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,23.03,397,46,23.13,54,340,83,24.25,48,461,78
0,5/12/2016 10:03,55,29,20,28,12,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,23.04,397,46,23.13,54,340,83,24.25,48,461,78
0,5/12/2016 10:03,55,29,19,28,11,2,20530,0,0,0,0,3,0,0,0,0,0,0,0,23.04,397,46,23.15,54,337,83,24.25,48,461,78
0,5/12/2016 10:03,55,29,20,28,11,2,20530,0,0,0,0,3,0,0,0,0,0,0,0,23.04,399,46,23.15,54,337,83,24.25,48,461,78
0,5/12/2016 10:03,55,29,19,28,11,2,16434,0,0,0,0,2,0,0,0,0,0,0,0,23.05,397,46,23.15,54,339,83,24.25,48,461,78
0,5/12/2016 10:03,55,29,19,28,13,2,16402,0,0,0,0,3,0,0,0,0,0,0,0,23.05,397,46,23.15,54,339,83,24.25,48,461,78
0,5/12/2016 10:04,55,29,21,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,23.06,395,46,23.16,54,340,83,24.25,48,461,78
0,5/12/2016 10:04,55,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,23.06,397,46,23.16,54,340,83,24.25,48,461,78
0,5/12/2016 10:04,55,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,23.07,397,46,23.16,54,340,83,24.25,48,461,78
0,5/12/2016 10:04,55,0,0,28,15,2,16498,0,0,0,0,2,0,0,0,0,0,0,0,23.07,395,46,23.16,54,339,83,24.25,48,461,78
0,5/12/2016 10:04,55,29,20,28,11,2,20530,0,0,0,0,3,0,0,0,0,0,0,0,23.07,395,46,23.16,54,337,66,24.25,48,461,78
0,5/12/2016 10:04,55,29,21,28,11,2,20530,0,0,0,0,3,0,0,0,0,0,0,0,23.08,395,46,23.16,54,334,74,24.25,48,461,78
0,5/12/2016 10:05,55,29,22,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,23.08,395,46,23.16,54,334,74,24.25,48,461,78
0,5/12/2016 10:05,55,0,0,28,12,3,16434,0,0,0,0,2,0,0,0,0,0,0,0,23.08,395,46,23.17,54,336,66,24.25,48,461,78
0,5/12/2016 10:05,55,29,19,28,12,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,23.09,395,46,23.18,54,336,83,24.25,48,461,78
0,5/12/2016 10:05,55,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,23.1,395,46,23.18,54,336,83,24.25,48,461,78
0,5/12/2016 10:05,55,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,23.1,393,46,23.19,54,336,89,24.25,48,461,78
0,5/12/2016 10:05,55,29,20,28,11,2,20530,0,0,0,0,3,0,0,0,0,0,0,0,23.13,391,46,23.2,54,338,67,24.25,48,461,78
0,5/12/2016 10:06,55,27,17,27,14,0,16402,0,0,0,0,3,0,0,0,0,0,0,0,23.14,391,46,23.2,54,338,67,24.25,48,461,78
0,5/12/2016 10:06,55,27,17,27,11,0,16434,0,0,0,0,3,0,0,0,0,0,0,0,23.14,391,46,23.2,54,334,83,24.25,48,461,78
0,5/12/2016 10:06,55,27,16,27,11,0,20530,0,0,0,0,3,0,0,0,0,0,0,0,23.14,393,46,23.21,54,333,83,24.25,48,461,78
0,5/12/2016 10:06,55,29,19,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,23.14,393,46,23.21,54,333,70,24.25,48,461,78
0,5/12/2016 10:06,55,27,18,27,12,0,16434,0,0,0,0,2,0,0,0,0,0,0,0,23.14,393,46,23.22,54,333,66,24.25,48,461,78
0,5/12/2016 10:07,55,27,18,27,11,0,16434,0,0,0,0,3,0,0,0,0,0,0,0,23.14,391,45,23.22,54,334,82,24.25,48,461,78
0,5/12/2016 10:07,55,29,18,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,23.14,391,45,23.22,54,334,82,24.25,48,461,78
1,5/12/2016 10:07,55,342,29,0,28,11,100,0,0,0,0,16448,0,0,0,0,0,0,139,23.14,391,46,23.24,53,336,68,24.25,48,461,78
0,5/12/2016 10:07,55,27,19,28,12,0,16434,0,0,0,0,2,0,0,0,0,0,0,0,23.14,391,45,23.24,53,334,66,24.25,48,461,78
0,5/12/2016 10:07,55,0,0,28,14,3,16498,0,0,0,0,2,0,0,0,0,0,0,0,23.14,391,45,23.25,53,333,83,24.25,48,461,78
0,5/12/2016 10:07,55,29,22,28,13,3,16434,0,0,0,0,3,0,0,0,0,0,0,0,23.14,393,46,23.25,53,334,83,24.25,48,461,78
0,5/12/2016 10:08,55,29,23,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,23.15,393,45,23.25,53,334,66,24.25,48,461,78
0,5/12/2016 10:08,55,29,21,29,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,23.15,393,46,23.27,53,334,73,24.25,48,461,78
0,5/12/2016 10:08,55,0,0,28,13,3,16434,0,0,0,0,2,0,0,0,0,0,0,0,23.16,393,46,23.27,53,334,83,24.25,48,461,78
0,5/12/2016 10:08,55,29,0,28,13,3,16498,0,0,0,0,35,0,0,0,0,0,0,0,23.16,391,45,23.27,53,334,83,24.25,48,461,78
0,5/12/2016 10:08,55,29,21,28,11,2,20530,0,0,0,0,3,0,0,0,0,0,0,0,23.16,389,45,23.27,53,336,66,24.25,48,461,78
0,5/12/2016 10:08,55,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,23.17,391,46,23.27,53,336,66,24.25,48,461,78
0,5/12/2016 10:09,55,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,23.18,389,45,23.29,53,334,79,24.25,48,461,78
0,5/12/2016 10:09,55,0,0,29,15,3,114,0,0,0,0,2,0,0,0,0,0,0,0,23.18,391,46,23.29,53,334,71,24.25,48,461,78
0,5/12/2016 10:09,55,29,19,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,23.18,391,47,23.3,53,338,84,24.25,48,461,78
0,5/12/2016 10:09,55,29,20,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,23.19,391,47,23.3,53,338,87,24.25,48,461,78
0,5/12/2016 10:09,55,29,19,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,23.19,391,47,23.3,53,338,74,24.25,48,461,78
0,5/12/2016 10:10,55,29,20,28,11,2,20530,0,0,0,0,2,0,0,0,0,0,0,0,23.19,391,46,23.3,53,338,77,24.25,48,461,78
0,5/12/2016 10:10,55,29,20,28,11,2,20530,0,0,0,0,3,0,0,0,0,0,0,0,23.2,393,46,23.31,53,339,83,24.25,48,461,78
0,5/12/2016 10:10,55,29,21,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,23.2,395,46,23.31,53,339,83,24.25,48,461,78
0,5/12/2016 10:10,55,29,19,28,11,2,16434,0,0,0,0,3,0,0,0,0,0,0,0,23.2,395,45,23.32,53,338,72,24.25,48,461,78
