train_loss,epoch,step,val_loss
1.3657559156417847,0,49,
0.5791424512863159,0,99,
1.046164870262146,0,149,
0.669604480266571,0,199,
0.8999313116073608,0,249,
0.8114035129547119,0,299,
0.7742234468460083,0,349,
1.0541236400604248,0,399,
0.8140464425086975,0,449,
0.8422060012817383,0,499,
0.802165150642395,0,549,
0.777808427810669,0,599,
0.7466671466827393,0,649,
0.7371691465377808,0,699,
0.6029750108718872,0,749,
0.827305257320404,0,799,
0.872449517250061,0,849,
0.7692195177078247,0,899,
0.7541237473487854,0,949,
0.8088713884353638,0,999,
0.815822958946228,0,1049,
1.1405220031738281,0,1099,
0.5870254039764404,0,1149,
0.509604811668396,0,1199,
0.6752358675003052,0,1249,
0.7647740244865417,0,1299,
0.8558645248413086,0,1349,
0.6243883371353149,0,1399,
0.4832443296909332,0,1449,
0.9051743149757385,0,1499,
0.8099144697189331,0,1549,
0.6739510297775269,0,1599,
0.6227205395698547,0,1649,
0.8047181367874146,0,1699,
0.5459842681884766,0,1749,
0.5854167342185974,0,1799,
1.3423802852630615,0,1849,
0.9932001829147339,0,1899,
0.5481159687042236,0,1949,
0.9478958249092102,0,1999,
0.5836766958236694,0,2049,
0.819625198841095,0,2099,
0.7786194682121277,0,2149,
0.6690486073493958,0,2199,
0.4486699104309082,0,2249,
0.746174693107605,0,2299,
0.6817348003387451,0,2349,
1.0677074193954468,0,2399,
0.5708970427513123,0,2449,
0.5489339828491211,0,2499,
0.995792031288147,0,2549,
0.6253387928009033,0,2599,
,0,2624,0.7556231021881104
0.4035395383834839,1,2649,
1.6050992012023926,1,2699,
0.8744235038757324,1,2749,
0.5100525617599487,1,2799,
0.5221683979034424,1,2849,
0.5340613126754761,1,2899,
0.7129539251327515,1,2949,
0.5443254709243774,1,2999,
0.4335767328739166,1,3049,
0.5931646823883057,1,3099,
0.4318297207355499,1,3149,
0.6037291288375854,1,3199,
0.5317874550819397,1,3249,
1.9546897411346436,1,3299,
1.1688728332519531,1,3349,
0.640021562576294,1,3399,
1.1028002500534058,1,3449,
1.2268202304840088,1,3499,
1.7035698890686035,1,3549,
0.5371556282043457,1,3599,
0.9102526903152466,1,3649,
0.587038516998291,1,3699,
0.7118558883666992,1,3749,
0.4074013829231262,1,3799,
1.2916820049285889,1,3849,
0.8521763682365417,1,3899,
0.627765417098999,1,3949,
0.39651957154273987,1,3999,
1.3611578941345215,1,4049,
0.4760758876800537,1,4099,
1.415848731994629,1,4149,
0.5044084787368774,1,4199,
1.4781317710876465,1,4249,
1.1996454000473022,1,4299,
